area,occupation,year,workers
BRA,Professional services,2018,36.48
BRA,Professional services,2019,6.42
BRA,Professional services,2020,11.62
BRA,Professional services,2021,12.34
BRA,Professional services,2022,13.69
BRA,Professional services,2023,1.95
BRA,Professional services,2024,17.73
BRA,Sales and marketing support,2017,27.17
BRA,Sales and marketing support,2018,44.1
BRA,Sales and marketing support,2019,51.38
BRA,Sales and marketing support,2020,57.75
BRA,Sales and marketing support,2021,50.06
BRA,Sales and marketing support,2022,79.64
BRA,Sales and marketing support,2023,8.01
BRA,Sales and marketing support,2024,7.22
BRA,Software development and technology,2017,166.59
BRA,Software development and technology,2018,110.54
BRA,Software development and technology,2019,229.61
BRA,Software development and technology,2020,342.98
BRA,Software development and technology,2021,739.5
BRA,Software development and technology,2022,676.23
BRA,Software development and technology,2023,624.65
BRA,Software development and technology,2024,537.74
BRA,Writing and translation,2017,189.79
BRA,Writing and translation,2018,127.95
BRA,Writing and translation,2019,123.7
BRA,Writing and translation,2020,132.54
BRA,Writing and translation,2021,80.51
BRA,Writing and translation,2022,106.48
BRA,Writing and translation,2023,61.06
BRA,Writing and translation,2024,75.03
BRB,Clerical and data entry,2018,17.68
BRB,Clerical and data entry,2019,4.15
BRB,Clerical and data entry,2020,5.18
BRB,Clerical and data entry,2021,1.42
BRB,Clerical and data entry,2022,7.05
BRB,Clerical and data entry,2023,5.21
BRB,Creative and multimedia,2017,36.27
BRB,Creative and multimedia,2018,62.39
BRB,Creative and multimedia,2019,68.57
BRB,Creative and multimedia,2020,15.97
BRB,Creative and multimedia,2021,18.63
BRB,Creative and multimedia,2022,16.39
BRB,Creative and multimedia,2023,13.33
BRB,Creative and multimedia,2024,6.3
BRB,Professional services,2017,17.59
BRB,Professional services,2018,24.8
BRB,Professional services,2020,0.69
BRB,Professional services,2022,0.27
BRB,Professional services,2023,0.25
BRB,Professional services,2024,0.28
BRB,Sales and marketing support,2017,70.08
BRB,Sales and marketing support,2018,402.91
BRB,Sales and marketing support,2019,277.56
BRB,Sales and marketing support,2020,56.65
BRB,Sales and marketing support,2021,31.98
BRB,Sales and marketing support,2022,18.3
BRB,Sales and marketing support,2023,3.11
BRB,Sales and marketing support,2024,2.58
BRB,Software development and technology,2017,17.84
BRB,Software development and technology,2018,24.69
BRB,Software development and technology,2019,18.37
BRB,Software development and technology,2020,12.69
BRB,Software development and technology,2021,2.84
BRB,Software development and technology,2022,1.91
BRB,Software development and technology,2023,2.01
BRB,Writing and translation,2019,17.53
BRB,Writing and translation,2020,5.29
BRB,Writing and translation,2021,3.14
BRB,Writing and translation,2022,2.41
BRN,Clerical and data entry,2018,1.0
BRN,Creative and multimedia,2022,19.15
BRN,Creative and multimedia,2023,0.23
BRN,Software development and technology,2020,18.45
BRN,Writing and translation,2020,5.48
BRN,Writing and translation,2021,5.38
BRN,Writing and translation,2023,0.15
BRN,Writing and translation,2024,0.2
BTN,Creative and multimedia,2017,13.84
BTN,Creative and multimedia,2019,4.27
BTN,Creative and multimedia,2020,4.17
BTN,Creative and multimedia,2022,2.97
BTN,Creative and multimedia,2023,0.18
BTN,Professional services,2020,4.99
BTN,Professional services,2021,5.25
BTN,Professional services,2022,6.95
BTN,Professional services,2023,6.55
BTN,Sales and marketing support,2020,8.34
BTN,Sales and marketing support,2022,1.53
BTN,Sales and marketing support,2023,1.14
BTN,Sales and marketing support,2024,0.69
BTN,Software development and technology,2018,18.88
BTN,Software development and technology,2019,16.56
BTN,Software development and technology,2020,3.89
BTN,Software development and technology,2022,20.16
BTN,Software development and technology,2023,3.03
BTN,Software development and technology,2024,7.89
BTN,Writing and translation,2020,7.96
BTN,Writing and translation,2021,2.47
BTN,Writing and translation,2022,3.89
BTN,Writing and translation,2023,0.48
BTN,Writing and translation,2024,0.15
BWA,Creative and multimedia,2020,28.83
BWA,Creative and multimedia,2021,9.2
BWA,Creative and multimedia,2022,8.96
BWA,Creative and multimedia,2023,1.22
BWA,Creative and multimedia,2024,1.46
BWA,Professional services,2019,1.43
BWA,Professional services,2022,12.71
BWA,Professional services,2023,0.94
BWA,Professional services,2024,0.82
BWA,Sales and marketing support,2019,7.07
BWA,Sales and marketing support,2020,3.4
BWA,Sales and marketing support,2022,5.44
BWA,Sales and marketing support,2023,0.53
BWA,Sales and marketing support,2024,0.16
BWA,Software development and technology,2020,2.67
BWA,Software development and technology,2021,2.47
BWA,Software development and technology,2024,0.19
BWA,Writing and translation,2018,14.71
BWA,Writing and translation,2022,0.44
BWA,Writing and translation,2023,0.58
BWA,Writing and translation,2024,0.1
CAN,Clerical and data entry,2017,135.15
CAN,Clerical and data entry,2018,101.67
CAN,Clerical and data entry,2019,108.5
CAN,Clerical and data entry,2020,275.52
CAN,Clerical and data entry,2021,358.37
CAN,Clerical and data entry,2022,300.81
CAN,Clerical and data entry,2023,81.92
CAN,Clerical and data entry,2024,115.59
CAN,Creative and multimedia,2017,697.81
CAN,Creative and multimedia,2018,547.78
CAN,Creative and multimedia,2019,1024.36
CAN,Creative and multimedia,2020,909.84
CAN,Creative and multimedia,2021,926.96
CAN,Creative and multimedia,2022,944.8
CAN,Creative and multimedia,2023,706.96
CAN,Creative and multimedia,2024,874.28
CAN,Professional services,2017,73.32
CAN,Professional services,2018,106.6
CAN,Professional services,2019,143.71
CAN,Professional services,2020,234.75
CAN,Professional services,2021,102.49
CAN,Professional services,2022,160.82
CAN,Professional services,2023,33.89
CAN,Professional services,2024,67.45
CAN,Sales and marketing support,2017,147.64
CAN,Sales and marketing support,2018,195.36
CAN,Sales and marketing support,2019,224.49
CAN,Sales and marketing support,2020,210.05
CAN,Sales and marketing support,2021,262.76
CAN,Sales and marketing support,2022,227.6
CAN,Sales and marketing support,2023,73.69
CAN,Sales and marketing support,2024,126.69
CAN,Software development and technology,2017,877.23
CAN,Software development and technology,2018,771.68
CAN,Software development and technology,2019,1040.07
CAN,Software development and technology,2020,1076.4
CAN,Software development and technology,2021,1170.6
CAN,Software development and technology,2022,2180.3
CAN,Software development and technology,2023,1653.39
CAN,Software development and technology,2024,1618.32
CAN,Writing and translation,2017,608.96
CAN,Writing and translation,2018,565.16
CAN,Writing and translation,2019,907.16
CAN,Writing and translation,2020,1245.88
CAN,Writing and translation,2021,607.59
CAN,Writing and translation,2022,594.06
CAN,Writing and translation,2023,337.3
CAN,Writing and translation,2024,425.05
CHE,Clerical and data entry,2017,15.95
CHE,Clerical and data entry,2018,20.81
CHE,Clerical and data entry,2019,6.1
CHE,Clerical and data entry,2020,5.04
CHE,Clerical and data entry,2021,20.52
CHE,Clerical and data entry,2022,17.42
CHE,Clerical and data entry,2023,4.96
CHE,Clerical and data entry,2024,5.68
CHE,Creative and multimedia,2017,11.99
CHE,Creative and multimedia,2018,34.87
CHE,Creative and multimedia,2019,20.41
CHE,Creative and multimedia,2020,23.67
CHE,Creative and multimedia,2021,12.61
CHE,Creative and multimedia,2022,11.5
CHE,Creative and multimedia,2023,7.41
CHE,Creative and multimedia,2024,26.07
CHE,Professional services,2017,83.58
CHE,Professional services,2018,110.5
CHE,Professional services,2019,104.43
CHE,Professional services,2020,9.1
CHE,Professional services,2022,0.44
CHE,Professional services,2023,0.42
CHE,Professional services,2024,1.32
CHE,Sales and marketing support,2018,37.49
CHE,Sales and marketing support,2019,7.09
CHE,Sales and marketing support,2020,17.23
CHE,Sales and marketing support,2021,2.45
CHE,Sales and marketing support,2022,2.42
CHE,Sales and marketing support,2023,0.3
CHE,Sales and marketing support,2024,1.65
CHE,Software development and technology,2017,56.31
CHE,Software development and technology,2018,84.77
CHE,Software development and technology,2019,70.91
CHE,Software development and technology,2020,161.82
CHE,Software development and technology,2021,35.18
CHE,Software development and technology,2022,93.54
CHE,Software development and technology,2023,110.35
CHE,Software development and technology,2024,32.09
CHE,Writing and translation,2017,20.47
CHE,Writing and translation,2018,23.99
CHE,Writing and translation,2019,7.18
CHE,Writing and translation,2020,12.81
CHE,Writing and translation,2021,15.13
CHE,Writing and translation,2022,3.94
CHE,Writing and translation,2023,1.62
CHE,Writing and translation,2024,1.15
CHL,Clerical and data entry,2017,13.84
CHL,Clerical and data entry,2019,4.27
CHL,Clerical and data entry,2020,10.44
CHL,Clerical and data entry,2022,22.77
CHL,Clerical and data entry,2023,0.07
CHL,Clerical and data entry,2024,0.56
CHL,Creative and multimedia,2017,14.72
CHL,Creative and multimedia,2018,31.91
CHL,Creative and multimedia,2019,76.6
CHL,Creative and multimedia,2020,132.64
CHL,Creative and multimedia,2021,316.42
CHL,Creative and multimedia,2022,256.75
CHL,Creative and multimedia,2023,187.58
CHL,Creative and multimedia,2024,148.98
CHL,Professional services,2019,19.88
CHL,Professional services,2020,16.4
CHL,Professional services,2021,10.7
CHL,Professional services,2022,39.49
CHL,Professional services,2023,41.29
CHL,Professional services,2024,18.68
CHL,Sales and marketing support,2017,14.56
CHL,Sales and marketing support,2018,14.23
CHL,Sales and marketing support,2019,61.14
CHL,Sales and marketing support,2020,9.46
CHL,Sales and marketing support,2022,14.25
CHL,Sales and marketing support,2023,0.27
CHL,Sales and marketing support,2024,3.29
CHL,Software development and technology,2017,14.25
CHL,Software development and technology,2018,19.4
CHL,Software development and technology,2019,98.76
CHL,Software development and technology,2020,51.26
CHL,Software development and technology,2021,23.25
CHL,Software development and technology,2022,28.4
CHL,Software development and technology,2023,36.71
CHL,Software development and technology,2024,217.81
CHL,Writing and translation,2017,59.82
CHL,Writing and translation,2018,22.51
CHL,Writing and translation,2019,24.71
CHL,Writing and translation,2020,17.93
CHL,Writing and translation,2021,8.93
CHL,Writing and translation,2022,30.09
CHL,Writing and translation,2023,4.89
CHL,Writing and translation,2024,1.15
CHN,Clerical and data entry,2019,35.6
CHN,Clerical and data entry,2020,30.1
CHN,Clerical and data entry,2021,33.18
CHN,Clerical and data entry,2022,45.48
CHN,Clerical and data entry,2023,19.6
CHN,Clerical and data entry,2024,12.88
CHN,Creative and multimedia,2017,76.69
CHN,Creative and multimedia,2018,67.67
CHN,Creative and multimedia,2019,924.5
CHN,Creative and multimedia,2020,321.02
CHN,Creative and multimedia,2021,138.2
CHN,Creative and multimedia,2022,187.14
CHN,Creative and multimedia,2023,161.51
CHN,Creative and multimedia,2024,118.86
CHN,Professional services,2019,34.59
CHN,Professional services,2020,25.32
CHN,Professional services,2021,19.87
CHN,Professional services,2022,69.86
CHN,Professional services,2023,11.61
CHN,Professional services,2024,33.98
CHN,Sales and marketing support,2017,8.21
CHN,Sales and marketing support,2018,15.0
CHN,Sales and marketing support,2019,373.44
CHN,Sales and marketing support,2020,78.0
CHN,Sales and marketing support,2021,51.98
CHN,Sales and marketing support,2022,63.05
CHN,Sales and marketing support,2023,44.23
CHN,Sales and marketing support,2024,16.29
CHN,Software development and technology,2017,335.2
CHN,Software development and technology,2018,523.79
CHN,Software development and technology,2019,17131.91
CHN,Software development and technology,2020,3178.87
CHN,Software development and technology,2021,953.36
CHN,Software development and technology,2022,667.37
CHN,Software development and technology,2023,681.69
CHN,Software development and technology,2024,396.99
CHN,Writing and translation,2017,199.03
CHN,Writing and translation,2018,199.8
CHN,Writing and translation,2019,403.03
CHN,Writing and translation,2020,156.9
CHN,Writing and translation,2021,344.77
CHN,Writing and translation,2022,384.84
CHN,Writing and translation,2023,203.72
CHN,Writing and translation,2024,212.72
CIV,Clerical and data entry,2020,3.98
CIV,Clerical and data entry,2021,2.48
CIV,Creative and multimedia,2019,37.63
CIV,Creative and multimedia,2020,5.94
CIV,Creative and multimedia,2021,6.6
CIV,Creative and multimedia,2022,17.97
CIV,Creative and multimedia,2023,0.2
CIV,Creative and multimedia,2024,2.91
CIV,Professional services,2017,10.0
CIV,Professional services,2018,17.9
CIV,Professional services,2020,2.31
CIV,Professional services,2022,0.33
CIV,Professional services,2023,0.27
